frame,joint,x,y,z
11,10,0.2032277,-0.5049475,-0.3124145
11,11,0.317172,-0.30792314,-0.20942488
11,12,0.4941452,-0.20355651,-0.1046787
11,13,0.69594646,-0.11176694,-0.15167136
11,14,0.021535113,-0.3318888,-0.3276356
11,15,-0.2086647,-0.1733109,-0.23818925
11,16,-0.36426586,0.010345865,-0.2995758
12,0,0.0,0.0,0.0
12,1,-0.104033776,0.0034870654,-0.06099438
12,2,-0.031063147,0.3300657,-0.3115301
12,3,-0.20292154,0.7041594,-0.14681776
12,4,0.09907742,-0.0037365835,0.06284386
12,5,0.31549016,0.35232753,-0.1168855
12,6,0.19124454,0.71063745,0.03618552
12,7,0.06765806,-0.16094065,-0.12867771
12,8,0.17171758,-0.32831258,-0.3093051
12,9,0.18846169,-0.3946295,-0.40316117
12,10,0.19265833,-0.49306172,-0.32944745
12,11,0.30772275,-0.30112553,-0.22385053
12,12,0.47126046,-0.17527726,-0.100032985
12,13,0.66337895,-0.07715452,-0.15973832
12,14,0.0120539125,-0.32626706,-0.3370987
12,15,-0.21680349,-0.16397685,-0.24286906
12,16,-0.3642953,0.02320947,-0.295978
13,0,0.0,0.0,0.0
13,1,-0.10430654,0.0017558858,-0.058297664
13,2,-0.026254326,0.30619174,-0.34061217
13,3,-0.19770598,0.6902288,-0.20086282
13,4,0.09984906,-0.0031204391,0.061460175
13,5,0.32159066,0.34655386,-0.12264918
13,6,0.18333583,0.70467275,0.018073767
13,7,0.06199314,-0.15689388,-0.1344911
13,8,0.15670082,-0.31945166,-0.3260554
13,9,0.1712757,-0.38043895,-0.4227034
13,10,0.17579746,-0.4783345,-0.35079694
13,11,0.2942363,-0.29311585,-0.24178532
13,12,0.43687996,-0.14208233,-0.0979407
13,13,0.6154494,-0.02929475,-0.16107532
13,14,-0.0022561206,-0.31805003,-0.34701046
13,15,-0.22253777,-0.14664125,-0.24557264
13,16,-0.3547879,0.049949523,-0.283024
14,0,0.0,0.0,0.0
14,1,-0.10480207,-0.000813907,-0.054343503
14,2,-0.025611836,0.2825753,-0.36252037
14,3,-0.18628627,0.6835331,-0.26002634
14,4,0.10099422,-0.002174342,0.058927193
14,5,0.32113206,0.3464041,-0.1263575
14,6,0.17197374,0.70003796,0.008470548
14,7,0.055264935,-0.15316701,-0.13979888
14,8,0.1359452,-0.31088543,-0.3420786
14,9,0.14660633,-0.36591786,-0.4412923
14,10,0.15053982,-0.46361727,-0.37151486
14,11,0.2762556,-0.2864195,-0.26087415
14,12,0.39308006,-0.110411406,-0.107772425
14,13,0.5488066,0.02626139,-0.16280021
14,14,-0.022675615,-0.30763048,-0.3540893
14,15,-0.22660042,-0.1230044,-0.24327067
14,16,-0.3365367,0.08756143,-0.25784567
15,0,0.0,0.0,0.0
15,1,-0.10568507,-0.0038851518,-0.050836757
15,2,-0.029360257,0.25891846,-0.38181686
15,3,-0.169795,0.6783919,-0.30966356
15,4,0.10250525,-0.0010936502,0.055608187
15,5,0.31293637,0.3525706,-0.12908134
15,6,0.15650624,0.69452864,0.009309221
15,7,0.045832716,-0.15046972,-0.14446285
15,8,0.10690643,-0.30376917,-0.35653353
15,9,0.112703785,-0.35431612,-0.45769322
15,10,0.11469112,-0.45286363,-0.39006215
15,11,0.25160888,-0.28254825,-0.27980843
15,12,0.34171942,-0.0838315,-0.12964931
15,13,0.46496597,0.08417594,-0.15616602
15,14,-0.05088532,-0.2958388,-0.3585276
15,15,-0.23021433,-0.095634505,-0.23960462
15,16,-0.3122279,0.12931651,-0.23468484
16,0,0.0,0.0,0.0
16,1,-0.10735242,-0.0061917957,-0.04810077
16,2,-0.0371267,0.23791394,-0.39685702
16,3,-0.15195833,0.671954,-0.3427385
16,4,0.1038012,0.00022087619,0.051410735
16,5,0.29728422,0.363203,-0.13287239
16,6,0.13668185,0.68283856,0.017402064
16,7,0.033171497,-0.14875634,-0.1479828
16,8,0.068107806,-0.2963671,-0.3703633
16,9,0.068252414,-0.34430552,-0.47251046
16,10,0.067797326,-0.44463342,-0.40524748
16,11,0.21833634,-0.2793643,-0.3010282
16,12,0.2847616,-0.05964213,-0.16880938
16,13,0.36727938,0.14111272,-0.16133226
16,14,-0.08707728,-0.28137755,-0.35921818
16,15,-0.23328659,-0.06527431,-0.23740993
16,16,-0.28571114,0.17097765,-0.21555564
17,0,0.0,0.0,0.0
17,1,-0.10948413,-0.007730741,-0.045988865
17,2,-0.046858408,0.22111116,-0.4073206
17,3,-0.13796741,0.66378725,-0.359231
17,4,0.10433807,0.0020584296,0.046875946
17,5,0.27612168,0.3780346,-0.13210174
17,6,0.113071546,0.66546774,0.038266204
17,7,0.017566673,-0.1463083,-0.15213901
17,8,0.022647716,-0.28719935,-0.3833781
17,9,0.016811118,-0.33416283,-0.48519814
17,10,0.013333236,-0.436201,-0.41783297
17,11,0.17799523,-0.27350456,-0.32623097
17,12,0.22909708,-0.036014393,-0.22248149
17,13,0.27167195,0.18728851,-0.22641562
17,14,-0.12686606,-0.2639114,-0.35711807
17,15,-0.2328012,-0.033189148,-0.24257816
17,16,-0.26185086,0.20745037,-0.21510056
18,0,0.0,0.0,0.0
18,1,-0.11171776,-0.008186756,-0.04301917
18,2,-0.055420935,0.20748064,-0.4135256
18,3,-0.13197993,0.6530673,-0.36678562
18,4,0.104822114,0.0041351896,0.041540578
18,5,0.25509107,0.39309317,-0.13235486
18,6,0.09138743,0.6396285,0.06259875
18,7,0.0007981763,-0.14393671,-0.15594602
18,8,-0.02420871,-0.27899662,-0.39106977
18,9,-0.035381667,-0.32718098,-0.49034256
18,10,-0.04222562,-0.42982602,-0.4244622
18,11,0.13525137,-0.26804757,-0.3511684
18,12,0.17991596,-0.01608932,-0.28385848
18,13,0.19138321,0.2159772,-0.32267553
18,14,-0.16632347,-0.24824779,-0.34856755
18,15,-0.23252827,-0.0060245898,-0.24753134
18,16,-0.25166428,0.23308642,-0.22794937
19,0,0.0,0.0,0.0
19,1,-0.11348444,-0.008436969,-0.039327934
19,2,-0.06042227,0.19552805,-0.41607353
19,3,-0.13373177,0.64058816,-0.3662802
19,4,0.10526994,0.006543422,0.036719456
19,5,0.2399709,0.4048189,-0.13082479
19,6,0.07590268,0.60978293,0.08894623
19,7,-0.014038586,-0.14197631,-0.15731134
19,8,-0.066030845,-0.2727607,-0.3916149
19,9,-0.082058996,-0.32279402,-0.48793048
19,10,-0.09249559,-0.42509773,-0.42428184
19,11,0.096606,-0.26536846,-0.36862767
19,12,0.14265393,-0.003828546,-0.32572
19,13,0.13799337,0.23414408,-0.3742611
19,14,-0.200412,-0.23651117,-0.33614016
19,15,-0.23676227,0.011007052,-0.24220341
19,16,-0.25771916,0.24562028,-0.23645414
20,0,0.0,0.0,0.0
20,1,-0.1145564,-0.008342033,-0.03573116
20,2,-0.06360269,0.18894768,-0.41496795
20,3,-0.14076166,0.63174224,-0.3611992
20,4,0.1054327,0.008537078,0.03300628
20,5,0.22971821,0.41332304,-0.1289922
20,6,0.06557464,0.5837785,0.10850636
20,7,-0.025844172,-0.14090592,-0.15658146
20,8,-0.100064486,-0.2694636,-0.38661063
20,9,-0.12038988,-0.32086498,-0.48111016
20,10,-0.13408956,-0.4224079,-0.41928497
20,11,0.06569114,-0.2661891,-0.37760597
20,12,0.11929404,0.0014047585,-0.34795234
20,13,0.11280538,0.24583067,-0.39202052
20,14,-0.22761238,-0.22987771,-0.32241544
20,15,-0.2486725,0.015808698,-0.22409864
20,16,-0.27965277,0.24343845,-0.22453761
21,0,0.0,0.0,0.0
21,1,-0.11461669,-0.007908832,-0.03284167
21,2,-0.064881325,0.18710972,-0.41337442
21,3,-0.15006626,0.62854314,-0.35651335
21,4,0.105554774,0.009895511,0.029800834
21,5,0.22228096,0.4187371,-0.12645237
21,6,0.058701016,0.56647295,0.12477057
21,7,-0.034332838,-0.1411022,-0.15457758
21,8,-0.12531285,-0.269154,-0.3781836
21,9,-0.14969395,-0.32156777,-0.47197232
21,10,-0.16539113,-0.42235368,-0.4119013
21,11,0.042524323,-0.26952133,-0.38000804
21,12,0.11041714,-0.00019289553,-0.35653338
21,13,0.11191158,0.2500066,-0.3945486
21,14,-0.24706738,-0.22779262,-0.3082263
21,15,-0.26634955,0.0093619395,-0.2003902
21,16,-0.31403744,0.2249289,-0.20094948
22,0,0.0,0.0,0.0
22,1,-0.11441192,-0.0075094253,-0.029254489
22,2,-0.065795615,0.19304836,-0.4062508
22,3,-0.15987742,0.6347596,-0.34954637
22,4,0.105597556,0.010239568,0.026700413
22,5,0.21601729,0.4229063,-0.12293923
22,6,0.055097863,0.56404614,0.13996984
22,7,-0.041115522,-0.14294408,-0.1507464
22,8,-0.14418079,-0.27256107,-0.36633855
22,9,-0.17131299,-0.32605043,-0.46038032
22,10,-0.18843257,-0.42658544,-0.4009879
22,11,0.024796136,-0.27583623,-0.37520146
22,12,0.11335938,-0.009257678,-0.35200843
22,13,0.12767221,0.24511388,-0.3890512
22,14,-0.26130062,-0.23065756,-0.2930174
22,15,-0.2897749,-0.0073970445,-0.1775555
22,16,-0.35807005,0.18878539,-0.18572517
23,0,0.0,0.0,0.0
23,1,-0.114287,-0.00707631,-0.025379768
23,2,-0.06836675,0.2062759,-0.39424086
23,3,-0.16793936,0.6497042,-0.33865398
23,4,0.10619962,0.009973472,0.023574593
23,5,0.20967743,0.425987,-0.119219676
23,6,0.05455372,0.574332,0.15400231
23,7,-0.047142584,-0.14685954,-0.14507744
23,8,-0.15750843,-0.27985197,-0.3528254
23,9,-0.1864419,-0.33467916,-0.44682556
23,10,-0.20432201,-0.43509823,-0.38760144
23,11,0.011611754,-0.28462893,-0.3659188
23,12,0.123816684,-0.024307966,-0.33812615
23,13,0.15003203,0.23262815,-0.38010886
23,14,-0.2716509,-0.23845384,-0.2786551
23,15,-0.31570077,-0.032934397,-0.1617106
23,16,-0.40756005,0.13816395,-0.17761572
24,0,0.0,0.0,0.0
24,1,-0.11432446,-0.0066381115,-0.021287018
24,2,-0.07429485,0.2254006,-0.38062674
24,3,-0.1742526,0.67109936,-0.32832786
24,4,0.10713497,0.009088809,0.020708485
24,5,0.20400831,0.4280689,-0.11436495
24,6,0.057195272,0.5932062,0.1670126
24,7,-0.052016262,-0.1518658,-0.14092007
24,8,-0.16571614,-0.28889334,-0.34170726
24,9,-0.19568643,-0.34529564,-0.4350853
24,10,-0.21395707,-0.44607407,-0.37605172
24,11,0.0021833861,-0.29453647,-0.35640997
24,12,0.13756616,-0.044658855,-0.32271042
24,13,0.1708658,0.2111418,-0.37430274
24,14,-0.27900428,-0.2487597,-0.2670608
24,15,-0.34209204,-0.063094474,-0.15543246
24,16,-0.4577263,0.07903476,-0.19422564
25,0,0.0,0.0,0.0
25,1,-0.11458311,-0.00647188,-0.015838778
25,2,-0.08323857,0.24873027,-0.36377078
25,3,-0.17717382,0.69717884,-0.31619743
25,4,0.108175695,0.007887006,0.017339962
25,5,0.20055336,0.42882985,-0.110055484
25,6,0.063713975,0.6151885,0.18134621
25,7,-0.055818312,-0.15739961,-0.13575223
25,8,-0.17041524,-0.29999328,-0.33085373
25,9,-0.20040697,-0.35848778,-0.42346975
25,10,-0.21840987,-0.46012014,-0.3629376
25,11,-0.003524785,-0.3063012,-0.34421784
25,12,0.15246461,-0.067807406,-0.30586985
25,13,0.18806484,0.18470597,-0.37019575
25,14,-0.28434032,-0.2612329,-0.25784194
25,15,-0.3671161,-0.095612,-0.16342217
25,16,-0.5038803,0.020116597,-0.22415572
26,0,0.0,0.0,0.0
26,1,-0.11459662,-0.006741183,-0.009506441
26,2,-0.09463233,0.27295583,-0.34254128
26,3,-0.17632666,0.7237394,-0.30262634
26,4,0.10944042,0.006096991,0.01402841
26,5,0.20020244,0.42891234,-0.10410245
26,6,0.07435806,0.6362673,0.19544291
26,7,-0.05877819,-0.1637781,-0.12872851
26,8,-0.17302558,-0.3140015,-0.3169921
26,9,-0.20165932,-0.37424192,-0.40994114
26,10,-0.21881324,-0.47693217,-0.34680915
26,11,-0.006861333,-0.32023883,-0.32706696
26,12,0.16669178,-0.092801705,-0.2877502
26,13,0.19893992,0.15276481,-0.36758912
26,14,-0.28834862,-0.2753201,-0.24741969
26,15,-0.39055645,-0.12831962,-0.17847791
26,16,-0.54379964,-0.03179632,-0.25797147
27,0,0.0,0.0,0.0
27,1,-0.11434148,-0.0066326987,-0.0017668838
27,2,-0.108386055,0.30009532,-0.30972892
27,3,-0.17122534,0.7501197,-0.2782388
27,4,0.110848054,0.0047013685,0.009403773
27,5,0.20292544,0.42901403,-0.09828844
27,6,0.08646397,0.65538895,0.20599099
27,7,-0.06023146,-0.17099617,-0.12077537
27,8,-0.17373535,-0.3304134,-0.30122524
27,9,-0.19983858,-0.39262727,-0.3943656
27,10,-0.21577384,-0.49602214,-0.33022782
27,11,-0.007801421,-0.3362368,-0.30905044
27,12,0.18096437,-0.119501375,-0.27137697
27,13,0.20153275,0.11215068,-0.3732863
27,14,-0.29076797,-0.29133397,-0.23569763
27,15,-0.4114915,-0.15949394,-0.19267598
27,16,-0.5755871,-0.075481564,-0.28566888
28,0,0.0,0.0,0.0
28,1,-0.11365627,-0.006972855,0.006791482
28,2,-0.12381796,0.3284282,-0.26361394
28,3,-0.16117543,0.7753271,-0.23300281
28,4,0.1123613,0.0038797185,0.0040360107
28,5,0.20744622,0.4298677,-0.08980157
28,6,0.099544875,0.6727162,0.21813595
28,7,-0.061358042,-0.17952949,-0.11137846
28,8,-0.17313534,-0.3504242,-0.2805295
28,9,-0.19621629,-0.4154827,-0.37349635
28,10,-0.21069193,-0.5189456,-0.30914074
28,11,-0.00762389,-0.3549686,-0.28784811
28,12,0.19486594,-0.14960188,-0.2555164
28,13,0.19252935,0.058026217,-0.38906258
28,14,-0.29213655,-0.31067407,-0.22024545
28,15,-0.430696,-0.1908212,-0.2027258
28,16,-0.6012973,-0.11639469,-0.30998462
29,0,0.0,0.0,0.0
29,1,-0.1126006,-0.00697585,0.014927197
29,2,-0.13855872,0.3560206,-0.20949581
29,3,-0.14628583,0.79761386,-0.16664821
29,4,0.113804415,0.0037190393,-0.0021419302
29,5,0.21063815,0.4314498,-0.07837054
29,6,0.11270535,0.6914816,0.22725394
29,7,-0.061917856,-0.18706556,-0.102981284
29,8,-0.17186987,-0.36992377,-0.25944778
29,9,-0.19137748,-0.43831003,-0.35232067
29,10,-0.20427544,-0.54154044,-0.28820533
29,11,-0.007312213,-0.3743134,-0.26893348
29,12,0.2089996,-0.182623,-0.2515227
29,13,0.17502375,-0.010832779,-0.41589472
29,14,-0.2930227,-0.33005512,-0.20522505
29,15,-0.44640583,-0.22000459,-0.21131095
29,16,-0.620225,-0.15415467,-0.33168024
30,0,0.0,0.0,0.0
30,1,-0.11142936,-0.006460421,0.022471245
30,2,-0.15054078,0.37988812,-0.15497163
30,3,-0.12806432,0.8113062,-0.08362185
30,4,0.11499129,0.004105186,-0.009719532
30,5,0.20834115,0.43338832,-0.065243736
30,6,0.1243451,0.70964,0.23683134
30,7,-0.061947275,-0.19384782,-0.09556411
30,8,-0.17019673,-0.388075,-0.23817664
30,9,-0.18702552,-0.4609032,-0.32938805
30,10,-0.19865277,-0.5638406,-0.26700056
30,11,-0.007427384,-0.39241025,-0.25324702
30,12,0.221695,-0.21884474,-0.2609545
30,13,0.15527026,-0.089849845,-0.44871014
30,14,-0.29278266,-0.3493529,-0.18758062
30,15,-0.45981103,-0.24829602,-0.21344061
30,16,-0.6325161,-0.19053642,-0.3504461
31,0,0.0,0.0,0.0
31,1,-0.1103504,-0.005094722,0.028861111
31,2,-0.15870959,0.3998114,-0.1068943
31,3,-0.10827307,0.8162345,-0.001864145
31,4,0.115757704,0.0041376073,-0.018120235
31,5,0.19907269,0.4352105,-0.050939023
31,6,0.13509405,0.72505915,0.2470499
31,7,-0.061264463,-0.19939837,-0.08943542
31,8,-0.16796938,-0.40325218,-0.21963228
31,9,-0.18378654,-0.48060644,-0.30817482
31,10,-0.19483605,-0.5831661,-0.24713123
31,11,-0.008007154,-0.40751374,-0.2418927
31,12,0.23182273,-0.2555361,-0.27927586
31,13,0.14271697,-0.16959995,-0.47997165
31,14,-0.29188037,-0.3653155,-0.17046797
31,15,-0.4700687,-0.27281106,-0.21053468
31,16,-0.6435409,-0.22462156,-0.35383368
32,0,0.0,0.0,0.0
32,1,-0.10957353,-0.004129762,0.035529368
32,2,-0.16382675,0.41261068,-0.07725527
32,3,-0.09061335,0.81352663,0.057619408
32,4,0.11605261,0.004569305,-0.02742863
32,5,0.18232009,0.4364399,-0.04020939
32,6,0.14529844,0.73287773,0.2603646
32,7,-0.060743786,-0.20402983,-0.08477368
32,8,-0.16745803,-0.4144358,-0.20391737
32,9,-0.18362927,-0.49669313,-0.2888446
32,10,-0.19464166,-0.5991877,-0.22838196
32,11,-0.0092061795,-0.41851074,-0.23346391
32,12,0.23984346,-0.28901228,-0.29459333
32,13,0.14598672,-0.23694155,-0.5002997
32,14,-0.29189843,-0.37697715,-0.15479566
32,15,-0.4783858,-0.29264873,-0.2021877
32,16,-0.65517735,-0.2543977,-0.34310323
33,0,0.0,0.0,0.0
33,1,-0.108942434,-0.0036126114,0.04230029
33,2,-0.16806939,0.41994968,-0.062535845
33,3,-0.078026615,0.8086125,0.091833115
33,4,0.115508735,0.005330153,-0.037246533
33,5,0.1596062,0.43798298,-0.037343245
33,6,0.15624082,0.72955114,0.27399975
33,7,-0.06071545,-0.2069653,-0.08251661
33,8,-0.1688707,-0.42104304,-0.1938055
33,9,-0.18699121,-0.5077882,-0.274612
33,10,-0.1975441,-0.6104085,-0.21328339
33,11,-0.010855379,-0.4249828,-0.22867203
33,12,0.24763894,-0.31664288,-0.29814428
33,13,0.1666106,-0.28329313,-0.5056133
33,14,-0.29351336,-0.38304284,-0.14380567
33,15,-0.48632866,-0.30593616,-0.1964006
33,16,-0.66794914,-0.2762785,-0.33231145
34,0,0.0,0.0,0.0
34,1,-0.108499095,-0.0037374832,0.048364215
34,2,-0.1737559,0.42291236,-0.05747675
34,3,-0.0701056,0.8036163,0.10510799
34,4,0.11427554,0.006533915,-0.045292184
34,5,0.13342294,0.43962806,-0.046944648
34,6,0.16702938,0.71565545,0.2793643
34,7,-0.06093923,-0.20856705,-0.08252781
34,8,-0.1708485,-0.42382243,-0.1907055
34,9,-0.19138841,-0.513633,-0.26759008
34,10,-0.20166126,-0.6165403,-0.204177
34,11,-0.01211111,-0.427015,-0.22783846
34,12,0.25543666,-0.33468527,-0.29346275
34,13,0.20454384,-0.30275047,-0.5056232
34,14,-0.29619524,-0.38446712,-0.13869974
34,15,-0.4935496,-0.312553,-0.18996301
